"","Counterparty.country","X1977.Q4","X1978.Q4","X1979.Q4","X1980.Q4","X1981.Q4","X1982.Q4","X1983.Q4","X1984.Q4","X1985.Q4","X1986.Q4","X1987.Q4","X1988.Q4","X1989.Q4","X1990.Q4","X1991.Q4","X1992.Q4","X1993.Q4","X1994.Q4","X1995.Q4","X1996.Q4","X1997.Q4","X1998.Q4","X1999.Q4","X2000.Q4","X2001.Q4","X2002.Q4","X2003.Q4","X2004.Q4","X2005.Q4","X2006.Q4","X2007.Q4","X2008.Q4","X2009.Q4","X2010.Q4","X2011.Q4","X2012.Q4","X2013.Q4","X2014.Q4","X2015.Q4","X2016.Q4","X2017.Q4","X2018.Q4"
"32","Brazil",1010.49237060547,1010.49237060547,1010.49237060547,1010.49237060547,966.097839355469,971.703552246094,938.570495605469,988.025146484375,1066.5322265625,1151.72998046875,1193.18798828125,1191.962890625,1231.052734375,1192.86108398438,1210.896484375,1205.24267578125,1261.46923828125,1328.76293945312,1387.45092773438,1418.07934570312,1466.2236328125,1471.1845703125,1478.08544921875,1538.87145996094,1560.15148925781,1607.79870605469,1626.12585449219,1719.86254882812,1774.83728027344,1845.07287597656,1956.89086914062,2056.51342773438,2053.9267578125,2208.82983398438,2296.85766601562,2341.25854492188,2411.73754882812,2423.994140625,2337.94799804688,2256.8642578125,2278.89331054688,2278.89331054688
"33","OtherSouth America",461.530095338821,461.530095338821,461.530095338821,461.530095338821,473.479184985161,461.393651604652,444.348062515259,455.238653659821,464.263703465462,493.098094105721,518.379681944847,534.254728078842,523.481917262077,544.269647836685,575.557536482811,607.03898525238,623.062458634377,645.403964161873,679.006759166718,695.346429347992,734.779996275902,745.424776077271,721.783801913261,747.038984298706,763.879221558571,758.615874409676,763.538536548615,832.321655511856,887.821556687355,952.378690719604,1017.36637020111,1069.26838827133,1064.07063293457,1102.7027323246,1166.37904524803,1224.69595479965,1274.76645112038,1292.49801707268,1298.91355657578,1263.63100647926,1262.23671579361,1262.23671579361
"34","Bolivia",9.20273685455322,9.20273685455322,9.20273685455322,9.20273685455322,9.22810173034668,8.86463069915771,8.50631141662598,8.48924255371094,8.3469295501709,8.13209056854248,8.33242321014404,8.57485485076904,8.89985275268555,9.3124303817749,9.80287170410156,9.96427631378174,10.3896808624268,10.8745946884155,11.3833379745483,11.8798046112061,12.468355178833,13.0954322814941,13.1513357162476,13.481146812439,13.7081422805786,14.048867225647,14.4297800064087,15.0319776535034,15.6966066360474,16.4495735168457,17.2003955841064,18.257963180542,18.8708820343018,19.6496334075928,20.6722164154053,21.7311058044434,23.2079524993896,24.4752407073975,25.6640491485596,26.7583446502686,27.8809127807617,27.8809127807617
"35","Chile",59.0612754821777,59.0612754821777,59.0612754821777,59.0612754821777,62.9152450561523,55.9855690002441,53.1765403747559,55.3587341308594,57.5785751342773,60.6749725341797,64.594856262207,69.3394241333008,76.2202377319336,78.7610855102539,84.9079132080078,94.3893356323242,100.608444213867,105.669250488281,115.109001159668,122.939765930176,132.071594238281,137.783142089844,137.215347290039,144.524719238281,149.298431396484,153.937088012695,160.234741210938,171.786926269531,181.652359008789,193.127655029297,202.601181030273,209.752059936523,206.471038818359,218.537567138672,231.892211914062,244.225708007812,254.104644775391,258.594024658203,264.555267333984,267.904174804688,271.895721435547,271.895721435547
"36","Colombia",104.11238861084,104.11238861084,104.11238861084,104.11238861084,106.468681335449,107.478515625,109.181381225586,112.844528198242,116.329467773438,123.121124267578,129.734588623047,135.001571655273,139.615158081055,148.050765991211,151.422225952148,159.042816162109,162.805206298828,172.306198120117,181.270324707031,184.996978759766,191.342926025391,192.433151245117,184.343231201172,192.491180419922,195.720993041992,200.621810913086,208.482711791992,219.601135253906,229.936798095703,245.336837768555,262.266632080078,271.568725585938,276.053802490234,287.018127441406,305.931213378906,318.302917480469,333.817199707031,348.483825683594,359.119598388672,366.456634521484,372.935852050781,372.935852050781
"37","Ecuador",29.4122943878174,29.4122943878174,29.4122943878174,29.4122943878174,31.0631656646729,31.2541561126709,31.1488704681396,31.9666137695312,33.2244987487793,34.3756561279297,34.2865905761719,36.3062286376953,36.6713905334473,38.020866394043,39.652473449707,40.4908485412598,41.2898216247559,43.0480422973633,44.0177230834961,44.7799987792969,46.7180213928223,48.2440795898438,45.9576072692871,46.4593696594238,48.325008392334,50.3047790527344,51.6745147705078,55.9175186157227,58.8762893676758,61.468921661377,62.815128326416,66.8083648681641,67.1868286132812,69.5553665161133,75.028076171875,79.2611312866211,83.1817932128906,86.3334426879883,86.4188079833984,85.0565185546875,87.6066436767578,87.6066436767578
"38","Guyana",1.5523738861084,1.5523738861084,1.5523738861084,1.5523738861084,1.57560002803802,1.36777627468109,1.2748715877533,1.21076154708862,1.23981583118439,1.22864997386932,1.2397004365921,1.19391179084778,1.1348797082901,1.1004011631012,1.16625583171844,1.25759053230286,1.36088693141937,1.47687947750092,1.55052137374878,1.67275619506836,1.77691781520844,1.74655795097351,1.79842865467072,1.77366924285889,1.81357681751251,1.83263742923737,1.8142147064209,1.87397360801697,1.83730161190033,1.93155145645142,2.06714558601379,2.10800552368164,2.18288516998291,2.27322268486023,2.39134621620178,2.51752090454102,2.64341139793396,2.7451012134552,2.83191251754761,2.92582249641418,3.01139307022095,3.01139307022095
"39","Paraguay",7.54169368743896,7.54169368743896,7.54169368743896,7.54169368743896,8.23330211639404,8.11823177337646,7.87122440338135,8.09292507171631,8.45897960662842,8.87895393371582,9.55218315124512,10.1172304153442,10.8188810348511,11.2649736404419,11.6585321426392,11.8563108444214,12.4415807723999,13.103214263916,13.997220993042,14.2175073623657,14.8206872940063,14.8307704925537,14.6281719207764,14.2896547317505,14.1704702377319,14.1674375534058,14.779577255249,15.3792457580566,15.7073602676392,16.4624309539795,17.3549633026123,18.4585857391357,17.7265739440918,20.0475158691406,20.9180603027344,20.6588916778564,23.5586318969727,24.6711502075195,25.4019680023193,26.4230155944824,26.6270160675049,26.6270160675049
"40","Peru",64.7115097045898,64.7115097045898,64.7115097045898,64.7115097045898,68.3043212890625,68.1521911621094,61.0588531494141,63.2620315551758,64.5659484863281,70.6519088745117,77.5236206054688,70.2043991088867,61.5608062744141,58.4934997558594,59.7916221618652,59.4684410095215,62.5867156982422,70.2901153564453,75.4995956420898,77.6128082275391,82.6396484375,82.3160858154297,83.5466384887695,85.7976989746094,86.3278350830078,91.0357513427734,94.8274154663086,99.5291519165039,105.784614562988,113.749031066895,123.438613891602,134.704330444336,136.180450439453,147.527618408203,156.86198425293,166.492874145508,176.236907958984,180.424331665039,186.290588378906,193.651519775391,198.545928955078,198.545928955078
"41","Suriname",2.80440258979797,2.80440258979797,2.80440258979797,2.80440258979797,2.81155061721802,2.75483536720276,2.6710216999054,2.56673622131348,2.51904773712158,2.42973637580872,2.0856020450592,2.26855897903442,2.51852059364319,2.5062141418457,2.57593965530396,2.57075095176697,2.38425278663635,2.46167349815369,2.48866558074951,2.52038049697876,2.66496181488037,2.70664715766907,2.68307089805603,2.681227684021,2.80330610275269,2.92384672164917,3.09957456588745,3.38647222518921,3.54125809669495,3.67731809616089,3.86528372764587,4.02543783187866,4.14675235748291,4.36109113693237,4.61618757247925,4.74037885665894,4.87943506240845,4.89190244674683,4.76483345031738,4.51980686187744,4.52412223815918,4.52412223815918
"42","Uruguay",21.4433250427246,21.4433250427246,21.4433250427246,21.4433250427246,21.7777462005615,19.6527004241943,17.6335029602051,17.4320201873779,17.6876659393311,19.2459163665771,20.7842674255371,21.0920696258545,21.3249053955078,21.3883171081543,22.1452083587646,23.9016761779785,24.5368728637695,26.323486328125,25.9424285888672,27.3894844055176,29.7306499481201,31.074146270752,30.4715518951416,29.883472442627,28.734712600708,26.5129432678223,26.726448059082,28.0638809204102,30.1574840545654,31.3935108184814,33.4471206665039,35.8473358154297,37.3685150146484,40.2845306396484,42.3640747070312,43.8629913330078,45.8971557617188,47.3836669921875,47.5593414306641,48.3629951477051,49.6478462219238,49.6478462219238
"43","Venezuela",161.688095092773,161.688095092773,161.688095092773,161.688095092773,161.101470947266,157.765045166016,151.825485229492,154.015060424805,154.312774658203,164.359085083008,170.245849609375,180.156478881836,164.71728515625,175.37109375,192.434494018555,204.096939086914,204.658996582031,199.850509643555,207.747940063477,207.336944580078,220.546234130859,221.194763183594,207.988418579102,215.656845092773,222.976745605469,203.230712890625,187.46955871582,221.751373291016,244.631484985352,268.781860351562,292.309906005859,307.737579345703,297.882904052734,293.448059082031,305.703674316406,322.902435302734,327.239318847656,314.495330810547,296.307189941406,241.572174072266,219.561279296875,219.561279296875
"44","Europe",9979.77429366112,9979.77429366112,9979.77429366112,9979.77429366112,10005.1922103167,10093.2427272797,10294.5299800634,10571.2620587349,10855.2398169041,11148.3096319437,11463.4711077213,11934.323964715,12362.107216239,12673.2306903601,12800.60110569,12894.2005095482,12864.7741963863,13226.1986703873,13575.6877717972,13851.4163212776,14259.9635119438,14684.3924922943,15115.4434270859,15699.064807415,16041.4717230797,16255.2841801643,16462.9102811813,16895.6115589142,17262.1607365608,17840.9566907883,18398.4250955582,18500.5900297165,17721.5292892456,18091.6051969528,18396.9678220749,18341.1106214523,18403.6751756668,18728.5462226868,19153.8652324677,19522.6754322052,19986.9740886688,19986.9740886688
"45","European Union28",9384.71010231972,9384.71010231972,9384.71010231972,9384.71010231972,9399.8675236702,9490.76855683327,9680.87732768059,9933.15906000137,10190.1449687481,10464.9078698158,10768.0728261471,11225.8469851017,11615.6317443848,11911.2774577141,12042.9017233849,12140.7530794144,12113.7360372543,12453.8489794731,12786.5381374359,13039.9596710205,13417.4394221306,13816.2901802063,14233.4057688713,14783.536919117,15109.3605523109,15313.9560413361,15515.2469363213,15913.8197116852,16249.4252939224,16793.4650907516,17310.6044111252,17394.3601570129,16637.9175405502,16987.416053772,17277.2228765488,17203.8404140472,17248.2314386368,17548.9069595337,17955.3595533371,18306.7586688995,18752.5445508957,18752.5445508957
"46","Euro zone",6811.89646267891,6811.89646267891,6811.89646267891,6811.89646267891,6852.44606542587,6905.16176438332,7006.17066264153,7172.79936075211,7340.15260004997,7526.4838681221,7718.92448973656,8047.90144371986,8377.18081855774,8674.9943728447,8885.74462842941,8986.64655399323,8921.65633487701,9136.82394170761,9362.53785133362,9524.12020683289,9777.88432073593,10070.651348114,10367.2785353661,10766.553249836,11004.4547867775,11112.5771427155,11192.0615763664,11446.0717525482,11638.5864267349,12017.6768255234,12380.4064626694,12434.1809043884,11861.5267438889,12104.2901039124,12297.2024145126,12181.8662166595,12147.4426317215,12307.1503105164,12566.6514577866,12794.1624851227,13100.2392110825,13100.2392110825
"47","European Union15",8646.49560832977,8646.49560832977,8646.49560832977,8646.49560832977,8672.71632480621,8757.41649246216,8917.52021217346,9135.63334655762,9374.44533729553,9623.77094078064,9905.03740882874,10338.2209472656,10725.3573551178,11048.4646453857,11265.5199871063,11399.8012142181,11372.330745697,11686.4967060089,11979.2152996063,12198.1169681549,12549.7427520752,12924.807888031,13322.8696975708,13835.7382698059,14132.778553009,14303.6141014099,14460.5481872559,14800.8423957825,15081.9301948547,15550.1510314941,15988.4212303162,16022.4871635437,15313.6188316345,15640.3838729858,15887.8460845947,15806.3423042297,15833.4370689392,16092.5745391846,16443.4351425171,16748.1796531677,17122.49634552,17122.49634552
"48","Belgium Luxembourg",285.951731681824,285.951731681824,285.951731681824,285.951731681824,285.110939979553,286.890113830566,288.202821731567,295.909339904785,300.991800308228,307.910795211792,315.330728530884,330.975059509277,343.834794998169,355.143928527832,363.3685131073,369.009466171265,366.89758682251,378.909601211548,387.658727645874,393.773065567017,409.003173828125,418.414791107178,435.032035827637,452.574893951416,456.949298858643,465.937770843506,469.91780090332,486.987888336182,497.679523468018,511.412307739258,531.483943939209,534.537792205811,521.376644134521,536.760475158691,546.807312011719,547.770755767822,550.747676849365,560.394424438477,569.246269226074,578.309856414795,588.672416687012,588.672416687012
"49","Austria",208.332885742188,208.332885742188,208.332885742188,208.332885742188,208.032287597656,212.216339111328,218.525726318359,218.637771606445,224.100830078125,229.258270263672,232.369689941406,240.028305053711,249.358383178711,260.194610595703,269.149536132812,274.784240722656,276.231842041016,282.867248535156,290.414093017578,297.237457275391,303.46044921875,314.328643798828,325.507232666016,336.495422363281,340.759399414062,346.38720703125,349.648376464844,359.211700439453,367.272613525391,379.958374023438,394.121002197266,399.876831054688,384.823150634766,391.892730712891,403.346954345703,406.091522216797,406.195098876953,409.561370849609,414.033172607422,420.040466308594,432.789855957031,432.789855957031
"50","Belgium",270.425354003906,270.425354003906,270.425354003906,270.425354003906,269.670104980469,271.274597167969,272.120544433594,278.832061767578,283.437774658203,288.604187011719,295.261322021484,309.207122802734,319.934020996094,329.971649169922,336.020294189453,341.163604736328,337.882019042969,348.785369873047,357.103057861328,362.793151855469,376.25439453125,383.686462402344,397.3583984375,411.797027587891,415.138946533203,422.530487060547,425.803283691406,441.279876708984,450.521453857422,461.812164306641,477.739929199219,481.481475830078,470.632843017578,483.548004150391,492.24365234375,493.399444580078,494.389434814453,500.783233642578,507.92919921875,515.102600097656,524.0126953125,524.0126953125
"51","Denmark",186.366455078125,186.366455078125,186.366455078125,186.366455078125,185.125,191.946197509766,196.929244995117,205.13362121582,213.346527099609,223.809585571289,224.378555297852,224.347991943359,225.795516967773,229.126541137695,232.319778442383,236.866317749023,236.891555786133,249.523681640625,257.078369140625,264.533813476562,273.159942626953,279.219055175781,287.450469970703,298.220947265625,300.675750732422,302.077941894531,303.256256103516,311.347717285156,318.622863769531,331.090545654297,334.100982666016,332.390289306641,316.081481933594,321.995330810547,326.299682617188,327.038665771484,330.091064453125,335.436462402344,340.825622558594,347.519683837891,355.304626464844,355.304626464844
"52","Finland",122.645637512207,122.645637512207,122.645637512207,122.645637512207,124.233627319336,128.069152832031,132.066268920898,136.311050415039,141.131958007812,144.979400634766,150.139358520508,157.961410522461,165.998016357422,167.11979675293,157.235626220703,152.008117675781,150.891647338867,156.835662841797,163.433944702148,169.413711547852,180.005142211914,189.776748657227,198.210693359375,209.37956237793,214.783218383789,218.392288208008,222.746978759766,231.492156982422,237.927536010742,247.575973510742,260.412292480469,262.289001464844,240.600234985352,247.799819946289,254.170303344727,250.545349121094,248.646118164062,247.07536315918,247.409103393555,252.692230224609,259.348785400391,259.348785400391
"53","France",1489.72937011719,1489.72937011719,1489.72937011719,1489.72937011719,1505.78491210938,1543.55798339844,1562.94958496094,1586.77624511719,1612.53344726562,1650.44812011719,1692.98547363281,1773.13061523438,1850.31909179688,1904.23767089844,1924.02465820312,1954.802734375,1942.82666015625,1988.39343261719,2029.85302734375,2058.02758789062,2106.13061523438,2181.02880859375,2255.33837890625,2342.73657226562,2388.52392578125,2415.23852539062,2435.0322265625,2502.88256835938,2543.12182617188,2603.51953125,2665.00146484375,2670.2060546875,2591.66625976562,2642.60961914062,2697.55517578125,2702.4833984375,2718.05615234375,2743.81225585938,2773.1015625,2806.0361328125,2857.08935546875,2857.08935546875
"54","Germany",2040.54406738281,2040.54406738281,2040.54406738281,2040.54406738281,2051.34350585938,2043.24401855469,2075.3720703125,2133.95874023438,2183.63598632812,2233.58325195312,2264.90161132812,2348.86669921875,2440.3916015625,2568.63427734375,2699.8466796875,2751.78662109375,2725.47485351562,2792.44970703125,2840.97241210938,2864.20874023438,2917.173828125,2974.9228515625,3034.03857421875,3123.90795898438,3176.873046875,3176.873046875,3154.3203125,3191.22485351562,3213.77758789062,3332.6923828125,3441.35595703125,3478.60229492188,3283.14453125,3417.09448242188,3542.16015625,3559.58740234375,3577.0146484375,3646.0400390625,3709.59790039062,3781.69873046875,3865.75927734375,3865.75927734375
"55","Greece",184.587692260742,184.587692260742,184.587692260742,184.587692260742,181.719696044922,179.66145324707,177.723571777344,181.296859741211,185.846603393555,186.808654785156,182.588912963867,190.418060302734,197.653945922852,197.653945922852,203.781219482422,205.20768737793,201.924362182617,205.962844848633,210.287490844727,216.306182861328,226.005783081055,234.808486938477,242.023208618164,251.509948730469,261.9013671875,272.175445556641,287.946716308594,302.519683837891,304.332214355469,321.534393310547,332.060638427734,330.947662353516,316.714477539062,299.361572265625,272.022369384766,252.16340637207,243.989715576172,245.794708251953,245.079681396484,244.480926513672,247.784652709961,247.784652709961
"56","Ireland",58.3852615356445,58.3852615356445,58.3852615356445,58.3852615356445,60.3266983032227,61.7042427062988,61.5534973144531,64.2337646484375,66.2157745361328,65.9321517944336,69.0066223144531,72.6069869995117,76.8283004760742,83.3329849243164,84.9410095214844,87.7808227539062,90.144416809082,95.3329696655273,104.517753601074,112.679824829102,124.274520874023,134.838104248047,149.155014038086,163.4140625,172.898010253906,183.806625366211,189.540481567383,202.204116821289,214.349258422852,226.184921264648,237.966247558594,228.600067138672,218.02326965332,221.95133972168,228.576385498047,228.661315917969,232.408721923828,251.764587402344,316.108764648438,332.361358642578,358.293426513672,358.293426513672
"57","Italy",1379.81689453125,1379.81689453125,1379.81689453125,1379.81689453125,1391.46557617188,1397.22045898438,1413.55688476562,1459.15612792969,1499.98449707031,1542.88366699219,1592.1318359375,1658.91186523438,1715.1220703125,1749.1806640625,1776.0908203125,1790.90832519531,1775.63537597656,1813.82971191406,1866.19201660156,1890.19812011719,1924.89013671875,1955.99792480469,1986.50854492188,2060.21020507812,2096.72094726562,2101.93212890625,2105.11279296875,2138.41430664062,2158.72192382812,2202.03857421875,2234.49365234375,2211.0224609375,2089.81298828125,2125.05834960938,2137.31176757812,2077.060546875,2041.16564941406,2043.48583984375,2062.93896484375,2080.64428710938,2111.90185546875,2111.90185546875
"58","Luxembourg",15.5263776779175,15.5263776779175,15.5263776779175,15.5263776779175,15.4408349990845,15.6155166625977,16.0822772979736,17.077278137207,17.5540256500244,19.3066082000732,20.0694065093994,21.767936706543,23.9007740020752,25.1722793579102,27.3482189178467,27.8458614349365,29.015567779541,30.124231338501,30.5556697845459,30.9799137115479,32.748779296875,34.728328704834,37.6736373901367,40.7778663635254,41.8103523254395,43.407283782959,44.1145172119141,45.7080116271973,47.1580696105957,49.6001434326172,53.7440147399902,53.0563163757324,50.7438011169434,53.2124710083008,54.5636596679688,54.3713111877441,56.3582420349121,59.6111907958984,61.3170700073242,63.2072563171387,64.6597213745117,64.6597213745117
"59","Netherlands",425.567230224609,425.567230224609,425.567230224609,425.567230224609,422.232452392578,416.993560791016,425.625152587891,438.656433105469,449.974548339844,462.515258789062,471.447570800781,487.671081542969,509.226715087891,530.52880859375,543.469116210938,552.741088867188,559.692077636719,576.265075683594,594.2216796875,615.415954589844,641.877990722656,670.925598144531,704.818725585938,734.694396972656,750.30126953125,751.078796386719,753.211303710938,768.5068359375,785.109375,812.734497070312,842.793273925781,857.11279296875,824.820373535156,836.389831542969,850.304260253906,841.316162109375,839.714782714844,851.636169433594,870.8896484375,890.1357421875,918.283752441406,918.283752441406
"60","Portugal",120.97420501709,120.97420501709,120.97420501709,120.97420501709,122.931686401367,125.556739807129,125.339393615723,122.983039855957,126.43571472168,131.671356201172,140.073822021484,150.564102172852,160.261413574219,166.592575073242,173.869689941406,175.763946533203,172.172607421875,173.833801269531,181.278717041016,187.617462158203,195.921813964844,205.309936523438,213.292831420898,221.371276855469,225.673202514648,227.408172607422,225.283721923828,229.364929199219,231.123657226562,234.713119506836,240.562194824219,241.041564941406,233.863098144531,238.303421020508,233.949981689453,224.52587890625,221.988372802734,223.971145629883,228.052047729492,231.745162963867,237.955535888672,237.955535888672
"61","Spain",653.867614746094,653.867614746094,653.867614746094,653.867614746094,653.00146484375,661.140869140625,672.843811035156,684.851989746094,700.750366210938,723.548034667969,763.684204101562,802.588745117188,841.329956054688,873.143920898438,895.374206542969,903.694152832031,894.372619628906,915.687255859375,940.937255859375,966.105285644531,1001.75085449219,1044.88610839844,1091.74682617188,1149.49047851562,1195.48254394531,1229.91088867188,1269.11511230469,1309.30480957031,1358.05017089844,1414.73669433594,1468.05810546875,1484.46643066406,1431.41528320312,1431.61657714844,1417.31811523438,1375.82263183594,1352.35510253906,1371.017578125,1418.07434082031,1464.5087890625,1509.20153808594,1509.20153808594
"62","Sweden",258.40869140625,258.40869140625,258.40869140625,258.40869140625,259.584014892578,262.825347900391,267.820709228516,279.148284912109,285.178924560547,292.854034423828,302.675903320312,310.421508789062,318.66259765625,321.067474365234,317.388122558594,313.710876464844,307.230804443359,319.789184570312,332.658508300781,337.707794189453,347.5029296875,362.191162109375,378.598968505859,396.526733398438,402.72607421875,411.076904296875,420.884124755859,439.068572998047,451.442962646484,472.607177734375,488.69921875,485.976928710938,460.780700683594,488.376495361328,501.388854980469,499.953247070312,506.15869140625,519.340698242188,542.825134277344,560.385192871094,573.207458496094,573.207458496094
"63","United Kingdom",1231.31787109375,1231.31787109375,1231.31787109375,1231.31787109375,1221.82446289062,1246.39001464844,1299.01147460938,1328.580078125,1384.318359375,1427.568359375,1503.32312011719,1589.728515625,1630.57495117188,1642.50744628906,1624.66101074219,1630.73681640625,1671.9443359375,1736.81652832031,1779.71130371094,1824.89196777344,1898.58557128906,1958.15966796875,2021.14819335938,2095.20581054688,2148.51049804688,2201.318359375,2274.53198242188,2328.31225585938,2400.39868164062,2459.3525390625,2517.31225585938,2505.4169921875,2400.49633789062,2441.173828125,2476.634765625,2513.32202148438,2564.9052734375,2643.24389648438,2705.2529296875,2757.62109375,2806.90380859375,2806.90380859375
"64","RecentlyAcceded Countries",738.214493989944,738.214493989944,738.214493989944,738.214493989944,727.151198863983,733.352064371109,763.357115507126,797.525713443756,815.69963145256,841.136929035187,863.035417318344,887.626037836075,890.274389266968,862.812812328339,777.381736278534,740.951865196228,741.405291557312,767.352273464203,807.32283782959,841.842702865601,867.696670055389,891.482292175293,910.536071300507,947.798649311066,976.58199930191,1010.34193992615,1054.6987490654,1112.97731590271,1167.49509906769,1243.31405925751,1322.18318080902,1371.87299346924,1324.29870891571,1347.03218078613,1389.37679195404,1397.4981098175,1414.79436969757,1456.33242034912,1511.92441082001,1558.57901573181,1630.04820537567,1630.04820537567
"65","Bulgaria",28.5678977966309,28.5678977966309,28.5678977966309,28.5678977966309,29.9677715301514,30.6673889160156,31.7193737030029,32.796703338623,33.6767845153809,35.0937690734863,37.2185287475586,41.2919807434082,39.9335250854492,36.2926330566406,33.2275886535645,30.8111515045166,30.3550815582275,30.9069404602051,31.7909374237061,32.0149612426758,31.6663761138916,32.7628974914551,30.7938976287842,32.3152885437012,33.5336456298828,35.5247116088867,37.3564414978027,39.7604598999023,42.5928001403809,45.5207824707031,48.8640213012695,51.8065528869629,49.9486961364746,50.6100616455078,51.5791969299316,51.5951690673828,52.0400047302246,52.7314872741699,54.6390266418457,56.792407989502,58.8151473999023,58.8151473999023
"66","Croatia",36.6715888977051,36.6715888977051,36.6715888977051,36.6715888977051,37.5511436462402,38.0360221862793,39.3927841186523,41.4159240722656,43.4516220092773,43.7475547790527,45.0250968933105,44.1917152404785,45.1415138244629,60.3564643859863,47.6212501525879,42.0495643615723,38.6855926513672,38.8909530639648,39.5703582763672,41.8945999145508,44.6786956787109,45.5105590820312,45.0848083496094,46.7784309387207,48.3849868774414,50.9234962463379,53.753776550293,55.9484405517578,58.2779693603516,61.066722869873,64.2116622924805,65.530158996582,60.6915550231934,59.8294639587402,59.6344413757324,58.2958335876465,57.9180564880371,57.8623504638672,59.2205810546875,61.0951614379883,62.792552947998,62.792552947998
"67","Cyprus",6.70060920715332,6.70060920715332,6.70060920715332,6.70060920715332,6.86926364898682,7.28291082382202,7.68945598602295,8.36289024353027,8.77121162414551,9.09609317779541,9.73875522613525,10.5808439254761,11.4217481613159,12.2674140930176,12.3581314086914,13.51979637146,13.6144342422485,14.4176864624023,15.6386032104492,15.8470687866211,16.25364112854,17.1046085357666,17.930513381958,18.9569282531738,19.6395034790039,20.3070697784424,20.8098468780518,21.7609195709229,22.5713653564453,23.5893745422363,24.7265510559082,25.6819763183594,25.2267761230469,25.5592079162598,25.6413021087646,24.857120513916,23.3821086883545,23.0538787841797,23.5101280212402,24.3087196350098,25.251838684082,25.251838684082
"68","Czech Republic",111.501312255859,111.501312255859,111.501312255859,111.501312255859,114.949844360352,118.504981994629,122.170051574707,125.94849395752,129.843811035156,133.859649658203,137.999649047852,142.267669677734,146.667572021484,144.549774169922,127.760414123535,127.113250732422,127.191940307617,130.892349243164,139.035690307617,144.90690612793,144.045196533203,143.571701049805,145.628860473633,151.842468261719,156.259201049805,158.841369628906,164.564407348633,172.638854980469,183.918167114258,196.523040771484,207.533538818359,213.100173950195,202.865875244141,207.47785949707,211.166488647461,209.477478027344,208.464294433594,214.12434387207,225.492721557617,231.340484619141,241.26286315918,241.26286315918
"69","Estonia",12.9232416152954,12.9232416152954,12.9232416152954,12.9232416152954,13.1080722808838,13.8552408218384,14.3678646087646,14.7701950073242,14.8440370559692,15.0076847076416,15.5337581634521,15.9778356552124,16.4679145812988,15.3048229217529,14.0804605484009,11.0998163223267,10.4626321792603,10.2542371749878,10.5134410858154,11.0731611251831,12.3796415328979,12.8893442153931,12.7789535522461,14.1294422149658,15.0236539840698,15.9365510940552,17.1184310913086,18.1959934234619,19.9016342163086,21.9459075927734,23.6463203430176,22.364818572998,19.0717315673828,19.5025787353516,20.984245300293,21.8880920410156,22.3119640350342,22.9569396972656,23.3413047790527,23.8228969573975,24.9792938232422,24.9792938232422
"70","Hungary",84.1407928466797,84.1407928466797,84.1407928466797,84.1407928466797,86.5608291625977,89.0144653320312,89.6642761230469,92.0395126342773,91.8135223388672,93.2573013305664,96.9921035766602,99.0584564208984,99.8133087158203,96.2988204956055,91.8265380859375,89.0128021240234,88.4999923706055,91.1082229614258,92.4653015136719,92.4783935546875,95.5673217773438,99.6154098510742,102.790046691895,107.116661071777,111.230491638184,116.267234802246,120.741920471191,126.784950256348,132.348541259766,137.445510864258,138.043075561523,139.224060058594,130.035308837891,130.922637939453,133.098449707031,130.910614013672,133.65478515625,139.30534362793,143.995956420898,147.182861328125,153.053558349609,153.053558349609
"71","Latvia",20.5470581054688,20.5470581054688,20.5470581054688,20.5470581054688,21.4165287017822,21.9198799133301,23.0639820098877,24.391040802002,24.2994613647461,25.4435615539551,26.0384941101074,27.3655548095703,28.9214305877686,28.5599918365479,24.9614181518555,16.9488658905029,15.0166578292847,15.3469877243042,12.7786798477173,13.0801305770874,14.2539587020874,15.1835689544678,15.5812196731567,16.4236736297607,17.4848594665527,18.7268142700195,20.3056144714355,21.9981994628906,24.351354598999,27.24658203125,29.9655914306641,28.9025192260742,24.7400684356689,23.7651424407959,25.2816009521484,26.3016204833984,26.940710067749,27.4413356781006,28.2568111419678,28.880952835083,30.194845199585,30.194845199585
"72","Lithuania",25.3255043029785,25.3255043029785,25.3255043029785,25.3255043029785,26.1087779998779,26.9162540435791,27.7487163543701,28.6069240570068,29.4916839599609,30.4037990570068,31.3441219329834,32.3135185241699,33.3129119873047,34.0075759887695,32.0775032043457,25.2581462860107,21.1598110198975,19.0933036804199,19.320686340332,20.3156929016113,22.0005187988281,23.6433372497559,23.3750705718994,24.2707252502441,25.8542518615723,27.6021938323975,30.5110683441162,32.5095672607422,35.0217132568359,37.6155776977539,41.7859992980957,42.8841667175293,36.5312385559082,37.1302833557129,39.3741188049316,40.8809471130371,42.3111991882324,43.8079948425293,44.6993370056152,45.7474822998047,47.4991226196289,47.4991226196289
